audio_path,pronunciation_score,speaking_rate,avg_pause,abnormal_phones
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/the boy is holding the dog and the dog is licking the boy.wav,17.351179122924805,6.077348066298343,0.05100000000000001,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/in the winter when it snows is slowly takes a short walk in the open air reached (2).wav,21.86678123474121,5.141388174807198,0.07789473684210524,1
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains to (91).wav,19.202848434448242,3.8596491228070176,0.11700000000000003,3
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family proud (19).wav,25.340423583984375,4.644808743169398,0.09687499999999999,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/dogs and bones Mike Like bikes Elsa want your book Adam place basket.wav,19.297468185424805,2.380952380952381,0.14363636363636373,3
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/natural gives us fruit vegetable and grains (1).wav,19.547128677368164,3.896103896103896,0.07749999999999992,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/dog eats bones Mike Like bikes Elsa wants a book Adam place basketball (2).wav,18.56243324279785,4.081632653061225,0.08818181818181815,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/a boy looking at the frog.wav,20.136062622070312,4.794520547945206,0.15500000000000003,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family proud (27).wav,24.45380401611328,4.046242774566474,0.09692307692307697,3
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/natural is as carrying as our mother it it always sweet like.wav,21.470409393310547,4.983388704318937,0.09142857142857139,3
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I don't have time to work you are playing.wav,18.108369827270508,4.405286343612334,0.1111111111111111,1
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/it's about frogs .wav,19.239402770996094,4.878048780487805,0.08000000000000002,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I don't have time to go with you I am playing cricket (69).wav,20.544416427612305,4.705882352941177,0.07454545454545455,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I don't have time to go with you I am playing cricket (31).wav,18.284624099731445,6.565656565656566,0.059166666666666666,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains (36).wav,21.91411018371582,4.098360655737705,0.08444444444444445,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/mum and dad arrived at the bus station early by weighted until the bus game.wav,17.527841567993164,3.713527851458886,0.11846153846153848,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family proud (42).wav,23.868736267089844,6.3559322033898304,0.06571428571428571,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I don't have time to go with you I am playing cricket (38).wav,23.590717315673828,6.666666666666667,0.05499999999999997,4
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family (20).wav,20.72536277770996,3.9267015706806285,0.09500000000000004,3
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains to (10).wav,19.63805389404297,4.848484848484849,0.05285714285714288,7
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family (148).wav,19.155845642089844,4.213483146067416,0.09642857142857143,1
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains (16).wav,16.71493148803711,4.324324324324324,0.06428571428571424,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/in the winter season when it snows his slowly takes a short walk in the open age.wav,22.519929885864258,4.666666666666667,0.10700000000000001,3
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/mum and dad arrived at the bus station early but weighted until the (1).wav,23.217525482177734,4.187192118226601,0.08749999999999994,4
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family (136).wav,19.461233139038086,4.3604651162790695,0.09428571428571428,6
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in and in the future I went to make my family Pro.wav,23.9626522064209,3.888888888888889,0.10000000000000003,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains to (12).wav,17.669063568115234,4.455445544554456,0.060000000000000026,3
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/in the winter in the winter when it knows his slowly takes a short walk in the open air.wav,21.247705459594727,5.438066465256798,0.06058823529411765,7
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/but then the owl's out and he's like hum hum .wav,22.755159378051758,5.511811023622047,0.075,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/the boy looked down the hole .wav,19.485939025878906,2.2099447513812156,0.2566666666666667,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family (64).wav,19.557844161987305,4.823151125401929,0.0707142857142857,1
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family (107).wav,21.39120101928711,7.8125,0.03571428571428572,3
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/with a the pot on his head.wav,20.419692993164062,5.769230769230769,0.092,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains (51).wav,19.11146354675293,4.49438202247191,0.06142857142857141,3
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/mum and dad write at the bus station early but waited until the.wav,20.359933853149414,3.2188841201716736,0.12999999999999992,4
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/in the winter when it snows is slowly takes a short walk in the open air reached (3).wav,22.37868881225586,7.024793388429752,0.045000000000000005,5
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/in the winter when it's not his slowly takes a short walk in the open air reached (1).wav,19.301786422729492,4.761904761904762,0.09294117647058825,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family (28).wav,22.702922821044922,6.76328502415459,0.04,1
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/mum and dad everyday the stationary but wait until the bus.wav,24.16374969482422,3.6082474226804124,0.12461538461538456,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I don't have time to go with you I am playing cricket (131).wav,18.621158599853516,7.006369426751592,0.048999999999999974,1
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I don't have time to play I don't have time to go with you I am playing cricket.wav,23.39780616760254,4.670329670329671,0.11437499999999999,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/mum and dad everyday at the bus station early but weighted unitary the bus game.wav,25.16402816772461,4.100227790432802,0.1117647058823529,1
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/in winters when it snows his slowly takes a short walk in the open air.wav,20.141387939453125,6.049822064056939,0.05812499999999999,1
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I don't have time to go with you I am playing cricket (50).wav,19.53745460510254,6.111111111111111,0.044999999999999984,1
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family (126).wav,21.42799186706543,6.329113924050633,0.06285714285714288,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/uuuhhh the dog hm jumps out of the window .wav,20.06659507751465,2.903225806451613,0.24125000000000008,3
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family (89).wav,23.410974502563477,5.859375,0.052142857142857095,4
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/dog it wants Mike Like bikes Elsa wants a book Adam place basket.wav,22.1830997467041,5.6,0.06307692307692307,3
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/mum and dad very good at the bus station Delhi but waited until the bus.wav,20.699220657348633,4.39882697947214,0.10857142857142857,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family proud (25).wav,23.352861404418945,4.927536231884058,0.10125000000000003,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains to (84).wav,20.38985252380371,3.6697247706422016,0.11818181818181822,3
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/in the winter when it's not she slowly takes a short walk in the open air each.wav,21.5194034576416,6.153846153846153,0.05333333333333334,5
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family (34).wav,18.68018913269043,6.093189964157706,0.06812500000000005,4
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/the dog looked in the bee house .wav,22.988584518432617,2.2535211267605635,0.3742857142857142,3
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/the boy fell off the tree .wav,19.21141242980957,6.593406593406593,0.055999999999999994,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains (19).wav,19.38884925842285,3.5714285714285716,0.1463636363636364,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/hop back in the pound .wav,21.95979881286621,8.928571428571427,0.04250000000000002,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains (44).wav,20.39484405517578,3.1690140845070425,0.09125000000000005,4
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/manager is very attractive and full of my favourite green.wav,19.37836456298828,7.18232044198895,0.03999999999999998,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I don't have time to go with you I am playing cricket (64).wav,20.73472023010254,3.869047619047619,0.14000000000000004,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/mum and dad arrived at the bus station early but waited until the bus (16).wav,18.66313362121582,4.56140350877193,0.06250000000000003,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/in nature is very attractive and full of my favourite green.wav,18.052675247192383,5.166051660516605,0.04461538461538464,3
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I don't have time to go with you I am playing cricket (183).wav,20.001850128173828,4.954954954954954,0.06100000000000002,3
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains to (77).wav,22.843324661254883,5.05050505050505,0.05444444444444448,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I don't have time to go with you I am playing cricket (57).wav,19.018043518066406,6.629834254143646,0.049090909090909095,4
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature as caring as our mother its always feel.wav,18.759469985961914,3.846153846153846,0.14888888888888888,1
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/mum and dad arrived at the bus station early but weighted until the bus game (3).wav,21.7820987701416,5.863192182410423,0.05764705882352938,1
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/mum and dad are white at the bus station early but weighted uniquely the.wav,21.12350845336914,4.935064935064935,0.07888888888888891,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/mum and dad arrived at the bus station early but wait wait until the bus.wav,20.138233184814453,3.1249999999999996,0.138125,5
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to take to make my family proud.wav,23.734981536865234,7.171314741035857,0.06352941176470589,4
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/natural resources clearing her mother it is always sweet.wav,23.61278533935547,5.46875,0.07307692307692305,3
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains to (6).wav,19.7603816986084,3.5087719298245617,0.11,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/then he's like cause a skunk came out .wav,19.555530548095703,2.8225806451612905,0.26666666666666666,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/mum and dad arrived at the bus station early but waited until the bus game.wav,23.131845474243164,3.943661971830986,0.09692307692307697,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I don't have time to go into I am playing cricket (1).wav,19.037580490112305,5.381165919282512,0.06636363636363636,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/in the winter when it snows he is slowly takes a short walk in the open air is.wav,22.743738174438477,4.556962025316455,0.10999999999999993,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family (50).wav,21.28900146484375,7.109004739336493,0.05785714285714284,4
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/let's give us tourist.wav,21.479305267333984,3.4653465346534653,0.09833333333333333,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family (13).wav,17.704383850097656,5.882352941176471,0.07461538461538458,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family (186).wav,18.445755004882812,7.46268656716418,0.03785714285714286,5
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/dog cheat codes Mike Like bikes Elsa wants a book Adam place basket.wav,19.09906768798828,7.234042553191489,0.04875000000000003,5
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/bones milk Mike likes bike Elsa book Adam plays basket.wav,19.37467384338379,3.1021897810218975,0.17375000000000004,5
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I don't have time to go with you I am playing cricket (165).wav,23.63442039489746,6.8965517241379315,0.06999999999999999,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains to (82).wav,18.584266662597656,3.9548022598870056,0.06833333333333333,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I don't have time to go with you I am playing cricket (182).wav,20.725872039794922,5.641025641025641,0.07400000000000002,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains to (55).wav,19.788175582885742,4.444444444444445,0.09444444444444448,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/in the winter when it snows is slowly takes a short walk in the open air each day (1).wav,17.57596206665039,6.690140845070423,0.056111111111111084,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains to (18).wav,18.86886215209961,3.289473684210526,0.1422222222222222,3
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains to (2).wav,19.784345626831055,4.205607476635514,0.05874999999999997,4
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I don't have time to go with you I am playing cricket (111).wav,18.12742042541504,6.565656565656566,0.06333333333333331,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains (10).wav,17.831249237060547,5.0,0.04285714285714287,3
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/mum and dad avoid at the bus station nearly but weighted unit 3 bus game.wav,20.8507137298584,3.9665970772442587,0.10333333333333339,3
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains to eat (34).wav,18.568525314331055,4.694835680751174,0.06555555555555555,3
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/mum and dad arrived at the bus station early but weighted until the bus came (3).wav,20.3197078704834,2.9925187032418954,0.12909090909090903,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/dog and bones Mike Like bites Elsa and Elsa want a book Adam place.wav,21.03792953491211,4.335260115606936,0.09499999999999997,6
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/the_horse_is_behind_the_car.wav,24.586963653564453,5.769230769230769,0.046,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/in the winter when it snows is slowly takes a short walk in the open air each (3).wav,18.34697151184082,5.757575757575758,0.07666666666666669,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/then he's like happy with the dog on his head .wav,22.610923767089844,4.128440366972477,0.13624999999999998,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/in the winter when it snows he slowly takes a short walk in the open air each day.wav,23.57664680480957,4.444444444444445,0.09588235294117643,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/in the winter when it snows the he is slowly takes a short walk in the in the open air each day.wav,19.114511489868164,3.7974683544303796,0.14200000000000004,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/because he can't find the frog.wav,20.341875076293945,6.730769230769231,0.06166666666666667,1
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I don't have time to go into I am playing cricket.wav,19.037580490112305,5.381165919282512,0.06636363636363636,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/in the winter when it snows his slowly takes a short walk in the open air.wav,20.10055160522461,5.555555555555555,0.08750000000000002,6
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/major gives a fruits vegetables and range.wav,23.276952743530273,6.097560975609756,0.062222222222222276,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains to eat (26).wav,18.95965003967285,4.81283422459893,0.07125000000000001,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I don't have time to go with you I am playing cricket (68).wav,23.787487030029297,6.435643564356436,0.0741666666666667,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us clothes vegetables and grains to.wav,19.819683074951172,4.81283422459893,0.06374999999999997,1
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family (145).wav,20.070207595825195,4.011461318051576,0.07846153846153851,5
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/blazer is very attractive and full of my favourite drink.wav,23.523576736450195,5.699481865284974,0.05299999999999998,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family (207).wav,21.408905029296875,5.128205128205128,0.08866666666666667,1
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I don't have a time go with you I am playing a Cricket.wav,21.317991256713867,4.075235109717869,0.13999999999999999,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family proud (38).wav,18.527515411376953,5.932203389830509,0.04999999999999996,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I don't have time to go with you I am playing cricket (178).wav,21.714527130126953,5.7894736842105265,0.06399999999999997,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/mum and dad arrived at the bus station early but waited until the bus (18).wav,19.47627067565918,3.821656050955414,0.07272727272727283,5
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains to eat.wav,22.42313003540039,4.205607476635514,0.08750000000000004,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/in the winter when it's not his slowly takes a short walk in the open air each day.wav,18.95501136779785,6.031746031746032,0.07277777777777777,3
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family (100).wav,22.327707290649414,5.836575875486382,0.053571428571428596,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family (12).wav,18.823745727539062,6.521739130434783,0.055,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/the little boy and the dog was looking for the frog .wav,18.883878707885742,3.5598705501618126,0.098,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains to (36).wav,18.106197357177734,4.090909090909091,0.08375000000000003,3
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family (153).wav,17.53641128540039,5.4945054945054945,0.07142857142857144,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family (165).wav,18.161720275878906,5.836575875486382,0.062142857142857104,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives fruits vegetables and grains (5).wav,21.966480255126953,4.029304029304029,0.11100000000000003,4
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family Pro (47).wav,16.781213760375977,6.302521008403362,0.04642857142857145,4
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/mother and dad award to at the bus station early but waited entry the bus.wav,23.887989044189453,2.840909090909091,0.18357142857142858,4
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/the frog is tip toeing out of the jar .wav,22.67007064819336,4.2328042328042335,0.10571428571428565,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I do not have time to go with you I am playing cricket (11).wav,18.332653045654297,5.882352941176471,0.06999999999999999,1
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains to (75).wav,17.947433471679688,3.773584905660377,0.057999999999999954,0
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/in the winter when it's not his slowly takes a short walk in the open age (1).wav,20.17284393310547,5.825242718446602,0.05588235294117644,2
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains to (47).wav,18.227834701538086,3.9800995024875627,0.0685714285714286,3
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/in the winter when it snows his slowly takes a short walk in the open air each day.wav,21.90201187133789,6.374501992031873,0.05466666666666665,2
